
 TIME =    0.0000000000000000     
 CHANNEL           19   ROD No.            1   SURF. No.            1
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   17 0.4545236220E+02  0.5725178587E+05   0.1622555084E+07   28.34069    1.00000
   16 0.4311476378E+02  0.6304117271E+05   0.1629214470E+07   25.84366    1.00000
   15 0.3993956693E+02  0.6592735186E+05   0.1645397894E+07   24.95774    1.00000
   14 0.3676437008E+02  0.6730343086E+05   0.1661705023E+07   24.68975    1.00000
   13 0.3358917323E+02  0.6774033744E+05   0.1678160729E+07   24.77343    1.00000
   12 0.3041397638E+02  0.6715997658E+05   0.1694677770E+07   25.23345    1.00000
   11 0.2723877953E+02  0.6481817427E+05   0.1711105674E+07   26.39855    1.00000
   10 0.2490118110E+02  0.5905637003E+05   0.1727087888E+07   29.24473    1.00000
    9 0.2253484252E+02  0.6046385009E+05   0.1734120174E+07   28.68028    1.00000
    8 0.1930216535E+02  0.5668734858E+05   0.1749663084E+07   30.86514    1.00000
    7 0.1606948819E+02  0.5098567538E+05   0.1764159865E+07   34.60109    1.00000
    6 0.1283661417E+02  0.4400127732E+05   0.1777218536E+07   40.39016    1.00000
    5 0.9603740157E+01  0.3576046476E+05   0.1788535027E+07   50.01431    1.00000
    4 0.6371062992E+01  0.2667080039E+05   0.1797789440E+07   67.40666    1.00000
    3 0.3138385827E+01  0.1435539021E+05   0.1804755764E+07  125.71973    1.00000
    2 0.7610236220E+00  0.1128707043E+05   0.1808539168E+07  160.23105    1.00000

 TIME =    0.0000000000000000     
 CHANNEL           10   ROD No.            3   SURF. No.            3
 NODE  AXIAL POS. (in) Q" (BTU/hr-ft**2) CHF (BTU/hr-ft**2)       DNBR  TONG FAC.
   28 0.7750964567E+02  0.7908063939E+04   0.1523919007E+07  192.70444    1.00000
   27 0.7469153543E+02  0.1094125919E+05   0.1523547995E+07  139.24796    1.00000
   26 0.7151633858E+02  0.1964890485E+05   0.1523745892E+07   77.54864    1.00000
   25 0.6834114173E+02  0.2569998355E+05   0.1526490087E+07   59.39654    1.00000
   24 0.6600354331E+02  0.2850209256E+05   0.1531427073E+07   53.73034    1.00000
   23 0.6366594488E+02  0.3485034578E+05   0.1534757750E+07   44.03852    1.00000
   22 0.6049074803E+02  0.4103146222E+05   0.1544629388E+07   37.64500    1.00000
   21 0.5731555118E+02  0.4640503490E+05   0.1554996381E+07   33.50922    1.00000
   20 0.5414035433E+02  0.5126352761E+05   0.1566274958E+07   30.55340    1.00000
   19 0.5096515748E+02  0.5556842011E+05   0.1578650030E+07   28.40912    1.00000
   18 0.4778996063E+02  0.5862572421E+05   0.1592232389E+07   27.15928    1.00000
   17 0.4545236220E+02  0.5725178704E+05   0.1606953023E+07   28.06817    1.00000
   16 0.4311476378E+02  0.6304117385E+05   0.1614074390E+07   25.60350    1.00000
   15 0.3993956693E+02  0.6592735328E+05   0.1631215966E+07   24.74263    1.00000
   14 0.3676437008E+02  0.6730343203E+05   0.1648669984E+07   24.49608    1.00000
   13 0.3358917323E+02  0.6774033840E+05   0.1666391368E+07   24.59969    1.00000
   12 0.3041397638E+02  0.6715997729E+05   0.1684264191E+07   25.07839    1.00000
   11 0.2723877953E+02  0.6481817457E+05   0.1702110501E+07   26.25977    1.00000
   10 0.2490118110E+02  0.5905637034E+05   0.1719510986E+07   29.11644    1.00000
